391.25,0.3,-1.54
391.25,0.31,-1.76
391.26,0.305,-1.925
391.26,0.325,-2.06
391.26,0.345,-2.18
391.26,0.37,-2.25
391.27,0.37,-2.37
391.27,0.35,-2.48
391.27,0.34,-2.605
391.27,0.31,-2.72
391.28,0.265,-2.78
391.28,0.215,-2.82
391.28,0.15,-2.86
391.29,0.075,-2.915
391.29,0.045,-2.945
391.29,-0.025,-2.965
391.29,-0.115,-2.985
391.3,-0.23,-2.99
391.3,-0.29,-3
391.3,-0.325,-3.01
391.31,-0.335,-3.01
391.31,-0.31,-3.02
391.31,-0.29,-2.995
391.31,-0.285,-2.97
391.32,-0.295,-2.93
391.32,-0.305,-2.88
391.32,-0.345,-2.81
391.32,-0.385,-2.7
391.33,-0.4,-2.6
391.33,-0.425,-2.445
391.33,-0.42,-2.335
391.34,-0.425,-2.185
391.34,-0.415,-2.005
391.34,-0.43,-1.795
391.34,-0.43,-1.545
391.35,-0.43,-1.315
391.35,-0.435,-1.11
391.35,-0.43,-0.905
391.36,-0.43,-0.685
391.36,-0.445,-0.475
391.36,-0.44,-0.275
391.36,-0.44,-0.1
391.37,-0.455,0.06
391.37,-0.46,0.175
391.37,-0.47,0.295
391.38,-0.49,0.425
391.38,-0.465,0.55
391.38,-0.44,0.625
391.38,-0.44,0.685
391.39,-0.435,0.73
391.39,-0.44,0.76
391.39,-0.44,0.805
391.39,-0.425,0.845
391.4,-0.425,0.88
391.4,-0.425,0.915
391.4,-0.42,0.93
391.41,-0.43,0.955
391.41,-0.435,1
391.41,-0.425,1.04
391.41,-0.41,1.095
391.42,-0.405,1.115
391.42,-0.41,1.135
391.42,-0.425,1.17
391.42,-0.425,1.215
391.43,-0.435,1.25
391.43,-0.43,1.295
391.43,-0.425,1.325
391.44,-0.43,1.355
391.44,-0.435,1.39
391.44,-0.45,1.425
391.44,-0.445,1.48
391.45,-0.455,1.515
391.45,-0.435,1.545
391.45,-0.45,1.59
391.46,-0.445,1.615
391.46,-0.46,1.655
391.46,-0.445,1.695
391.46,-0.435,1.745
391.47,-0.43,1.77
391.47,-0.43,1.805
391.47,-0.425,1.83
391.47,-0.425,1.855
391.48,-0.42,1.89
391.48,-0.405,1.92
391.48,-0.395,1.95
391.49,-0.39,1.95
391.49,-0.4,1.955
391.49,-0.39,1.97
391.49,-0.375,1.995
391.5,-0.36,2
391.5,-0.345,1.995
391.5,-0.355,1.975
391.51,-0.345,1.955
391.51,-0.345,1.945
391.51,-0.325,1.94
391.51,-0.31,1.91
391.52,-0.295,1.885
391.52,-0.285,1.85
391.52,-0.285,1.8
391.52,-0.285,1.75
391.53,-0.27,1.72
391.53,-0.25,1.685
391.53,-0.235,1.62
391.54,-0.23,1.545
391.54,-0.22,1.485
391.54,-0.23,1.415
391.54,-0.215,1.365
391.55,-0.205,1.305
391.55,-0.19,1.235
391.55,-0.19,1.175
391.56,-0.195,1.1
391.56,-0.21,1.03
391.56,-0.2,0.965
391.56,-0.195,0.91
391.57,-0.185,0.855
391.57,-0.195,0.8
391.57,-0.2,0.72
391.57,-0.215,0.665
391.58,-0.21,0.635
391.58,-0.205,0.585
391.58,-0.2,0.535
391.59,-0.205,0.48
391.59,-0.215,0.43
391.59,-0.23,0.4
391.59,-0.225,0.37
391.6,-0.21,0.345
391.6,-0.22,0.31
391.6,-0.23,0.29
391.61,-0.245,0.255
391.61,-0.25,0.235
391.61,-0.25,0.22
391.61,-0.245,0.2
391.62,-0.24,0.175
391.62,-0.255,0.155
391.62,-0.26,0.135
391.62,-0.27,0.115
391.63,-0.26,0.115
391.63,-0.26,0.115
391.63,-0.255,0.095
391.64,-0.27,0.08
391.64,-0.27,0.065
391.64,-0.295,0.055
391.64,-0.275,0.06
391.65,-0.275,0.06
391.65,-0.27,0.06
391.65,-0.28,0.045
391.66,-0.28,0.035
391.66,-0.28,0.035
391.66,-0.28,0.04
391.66,-0.285,0.04
391.67,-0.27,0.04
391.67,-0.27,0.035
391.67,-0.295,0.02
391.67,-0.29,0.025
391.68,-0.28,0.025
