250.5,-0.365,-0.17
250.5,-0.36,-0.17
250.51,-0.34,-0.17
250.51,-0.325,-0.175
250.51,-0.325,-0.16
250.51,-0.34,-0.175
250.52,-0.35,-0.18
250.52,-0.35,-0.17
250.52,-0.33,-0.16
250.52,-0.35,-0.155
250.53,-0.34,-0.165
250.53,-0.34,-0.18
250.53,-0.345,-0.185
250.54,-0.355,-0.185
250.54,-0.335,-0.18
250.54,-0.335,-0.17
250.54,-0.33,-0.175
250.55,-0.34,-0.18
250.55,-0.34,-0.18
250.55,-0.345,-0.18
250.56,-0.335,-0.17
250.56,-0.33,-0.165
250.56,-0.32,-0.175
250.56,-0.34,-0.185
250.57,-0.34,-0.185
250.57,-0.345,-0.18
250.57,-0.345,-0.18
250.57,-0.335,-0.16
250.58,-0.325,-0.17
250.58,-0.335,-0.18
250.58,-0.34,-0.18
250.59,-0.34,-0.185
250.59,-0.33,-0.17
250.59,-0.315,-0.17
250.59,-0.315,-0.18
250.6,-0.34,-0.175
250.6,-0.335,-0.18
250.6,-0.335,-0.175
250.61,-0.325,-0.165
250.61,-0.315,-0.155
250.61,-0.31,-0.145
250.61,-0.32,-0.15
250.62,-0.32,-0.145
250.62,-0.315,-0.09
250.62,-0.29,0.01
250.62,-0.27,0.245
250.63,-0.245,0.605
250.63,-0.23,0.865
250.63,-0.2,0.835
250.64,-0.14,0.6
250.64,0.015,0.4
250.64,0.335,0.305
250.64,0.695,0.26
250.65,0.8,0.21
250.65,0.59,0.155
250.65,0.26,0.125
250.66,0.1,0.095
250.66,0.08,0.035
250.66,0.115,-0.07
250.66,0.135,-0.24
250.67,0.13,-0.45
250.67,0.125,-0.67
250.67,0.145,-0.9
250.67,0.17,-1.16
250.68,0.185,-1.45
250.68,0.19,-1.73
250.68,0.175,-1.95
250.69,0.17,-2.14
250.69,0.17,-2.3
250.69,0.18,-2.435
250.69,0.18,-2.515
250.7,0.175,-2.615
250.7,0.145,-2.72
250.7,0.13,-2.83
250.71,0.125,-2.905
250.71,0.1,-2.955
250.71,0.055,-2.99
250.71,-0.02,-3.03
250.72,-0.09,-3.06
250.72,-0.135,-3.075
250.72,-0.18,-3.08
250.73,-0.225,-3.08
250.73,-0.315,-3.095
250.73,-0.4,-3.095
250.73,-0.43,-3.1
250.74,-0.42,-3.095
250.74,-0.385,-3.085
250.74,-0.36,-3.065
250.74,-0.35,-3.06
250.75,-0.36,-3.05
250.75,-0.385,-3.02
250.75,-0.4,-2.97
250.76,-0.405,-2.87
250.76,-0.415,-2.765
250.76,-0.43,-2.62
250.76,-0.435,-2.505
250.77,-0.435,-2.34
250.77,-0.435,-2.125
250.77,-0.415,-1.885
250.77,-0.405,-1.645
250.78,-0.4,-1.425
250.78,-0.41,-1.21
250.78,-0.415,-0.985
250.79,-0.415,-0.745
250.79,-0.4,-0.52
250.79,-0.41,-0.325
250.79,-0.415,-0.15
250.8,-0.435,0.005
250.8,-0.455,0.155
250.8,-0.475,0.31
250.81,-0.47,0.445
250.81,-0.45,0.555
250.81,-0.445,0.635
250.81,-0.455,0.67
250.82,-0.47,0.72
250.82,-0.48,0.76
250.82,-0.47,0.805
250.82,-0.46,0.845
250.83,-0.46,0.86
250.83,-0.46,0.88
250.83,-0.475,0.91
250.84,-0.485,0.93
250.84,-0.475,0.985
250.84,-0.47,1.005
250.84,-0.48,1.035
250.85,-0.485,1.05
250.85,-0.485,1.08
250.85,-0.49,1.125
250.86,-0.49,1.15
250.86,-0.48,1.185
250.86,-0.49,1.215
250.86,-0.485,1.245
250.87,-0.49,1.275
250.87,-0.495,1.31
250.87,-0.48,1.355
250.88,-0.465,1.4
250.88,-0.475,1.425
250.88,-0.475,1.45
250.88,-0.48,1.485
250.89,-0.475,1.515
250.89,-0.475,1.55
250.89,-0.46,1.595
250.89,-0.465,1.625
250.9,-0.465,1.645
250.9,-0.48,1.675
250.9,-0.485,1.715
250.91,-0.47,1.755
250.91,-0.455,1.785
250.91,-0.445,1.815
250.91,-0.445,1.84
250.92,-0.435,1.855
250.92,-0.435,1.875
250.92,-0.42,1.91
250.92,-0.405,1.935
250.93,-0.395,1.955
250.93,-0.38,1.955
250.93,-0.375,1.965
250.94,-0.355,1.975
250.94,-0.33,1.985
250.94,-0.32,1.985
250.94,-0.305,1.98
250.95,-0.32,1.955
250.95,-0.315,1.93
250.95,-0.31,1.92
250.96,-0.29,1.905
250.96,-0.28,1.88
250.96,-0.26,1.84
250.96,-0.265,1.795
250.97,-0.25,1.735
250.97,-0.25,1.705
250.97,-0.225,1.65
250.98,-0.215,1.6
250.98,-0.205,1.535
250.98,-0.19,1.47
250.98,-0.19,1.4
250.99,-0.19,1.325
250.99,-0.175,1.26
250.99,-0.16,1.195
250.99,-0.165,1.125
251,-0.17,1.05
251,-0.18,0.965
251,-0.175,0.92
251.01,-0.165,0.87
251.01,-0.15,0.805
251.01,-0.15,0.74
251.01,-0.15,0.675
251.02,-0.15,0.62
251.02,-0.17,0.565
251.02,-0.17,0.525
251.02,-0.165,0.475
251.03,-0.17,0.445
251.03,-0.17,0.39
251.03,-0.185,0.34
251.04,-0.2,0.31
251.04,-0.195,0.29
251.04,-0.2,0.26
251.04,-0.2,0.24
251.05,-0.215,0.195
251.05,-0.24,0.175
251.05,-0.235,0.155
251.06,-0.235,0.15
