289.25,-0.33,-0.065
289.25,-0.335,-0.075
289.26,-0.335,-0.095
289.26,-0.34,-0.11
289.26,-0.345,-0.105
289.26,-0.34,-0.1
289.27,-0.34,-0.09
289.27,-0.34,-0.095
289.27,-0.34,-0.115
289.27,-0.345,-0.125
289.28,-0.36,-0.11
289.28,-0.355,-0.105
289.28,-0.345,-0.105
289.29,-0.35,-0.125
289.29,-0.355,-0.115
289.29,-0.35,-0.125
289.29,-0.355,-0.125
289.3,-0.35,-0.12
289.3,-0.34,-0.12
289.3,-0.355,-0.125
289.31,-0.355,-0.13
289.31,-0.35,-0.145
289.31,-0.355,-0.135
289.31,-0.345,-0.13
289.32,-0.34,-0.125
289.32,-0.335,-0.13
289.32,-0.335,-0.135
289.32,-0.35,-0.145
289.33,-0.36,-0.155
289.33,-0.34,-0.135
289.33,-0.345,-0.13
289.34,-0.335,-0.135
289.34,-0.345,-0.145
289.34,-0.345,-0.155
289.34,-0.345,-0.15
289.35,-0.335,-0.135
289.35,-0.345,-0.13
289.35,-0.34,-0.14
289.36,-0.355,-0.15
289.36,-0.355,-0.165
289.36,-0.345,-0.15
289.36,-0.345,-0.15
289.37,-0.335,-0.14
289.37,-0.33,-0.155
289.37,-0.335,-0.155
289.38,-0.34,-0.165
289.38,-0.345,-0.165
289.38,-0.35,-0.16
289.38,-0.325,-0.14
289.39,-0.33,-0.15
289.39,-0.33,-0.145
289.39,-0.345,-0.155
289.39,-0.35,-0.165
289.4,-0.335,-0.145
289.4,-0.32,-0.15
289.4,-0.315,-0.145
289.41,-0.315,-0.155
289.41,-0.32,-0.15
289.41,-0.33,-0.165
289.41,-0.325,-0.14
289.42,-0.305,-0.125
289.42,-0.315,-0.11
289.42,-0.305,-0.105
289.42,-0.31,-0.065
289.43,-0.305,0.09
289.43,-0.275,0.395
289.43,-0.245,0.745
289.44,-0.21,0.825
289.44,-0.165,0.6
289.44,-0.025,0.37
289.44,0.28,0.275
289.45,0.595,0.24
289.45,0.67,0.225
289.45,0.44,0.18
289.46,0.175,0.155
289.46,0.065,0.105
289.46,0.065,0.045
289.46,0.095,-0.03
289.47,0.14,-0.15
289.47,0.155,-0.325
289.47,0.155,-0.535
289.47,0.155,-0.76
289.48,0.165,-0.995
289.48,0.17,-1.22
289.48,0.19,-1.455
289.49,0.185,-1.71
289.49,0.185,-1.905
289.49,0.17,-2.08
289.49,0.165,-2.24
289.5,0.195,-2.365
289.5,0.205,-2.445
289.5,0.21,-2.54
289.51,0.195,-2.64
289.51,0.19,-2.76
289.51,0.155,-2.87
289.51,0.125,-2.92
289.52,0.075,-2.935
289.52,0,-2.965
289.52,-0.045,-3
289.52,-0.09,-3.03
289.53,-0.165,-3.03
289.53,-0.22,-3.025
289.53,-0.3,-3.025
289.54,-0.355,-3.03
289.54,-0.37,-3.04
289.54,-0.36,-3.04
289.54,-0.34,-3.035
289.55,-0.31,-3.015
289.55,-0.29,-2.99
289.55,-0.305,-2.97
289.56,-0.325,-2.93
289.56,-0.36,-2.875
289.56,-0.4,-2.79
289.56,-0.4,-2.675
289.57,-0.41,-2.545
289.57,-0.41,-2.395
289.57,-0.395,-2.25
289.57,-0.4,-2.08
289.58,-0.405,-1.83
289.58,-0.405,-1.595
289.58,-0.395,-1.38
289.59,-0.395,-1.18
289.59,-0.4,-0.985
289.59,-0.395,-0.785
289.59,-0.41,-0.575
289.6,-0.41,-0.38
289.6,-0.43,-0.22
289.6,-0.44,-0.065
289.61,-0.455,0.065
289.61,-0.495,0.2
289.61,-0.495,0.335
289.61,-0.47,0.45
289.62,-0.455,0.54
289.62,-0.45,0.6
289.62,-0.46,0.635
289.62,-0.465,0.68
289.63,-0.48,0.71
289.63,-0.465,0.755
289.63,-0.455,0.79
289.64,-0.46,0.82
289.64,-0.46,0.855
289.64,-0.46,0.88
289.64,-0.46,0.91
289.65,-0.46,0.945
289.65,-0.45,0.98
289.65,-0.44,0.995
289.66,-0.46,1.015
289.66,-0.47,1.035
289.66,-0.47,1.065
289.66,-0.465,1.105
289.67,-0.47,1.15
289.67,-0.47,1.175
289.67,-0.465,1.19
289.67,-0.455,1.215
289.68,-0.48,1.265
289.68,-0.475,1.31
289.68,-0.465,1.35
289.69,-0.46,1.37
289.69,-0.455,1.4
289.69,-0.47,1.43
289.69,-0.46,1.46
289.7,-0.46,1.52
289.7,-0.45,1.54
289.7,-0.45,1.585
289.71,-0.455,1.605
289.71,-0.445,1.62
289.71,-0.455,1.655
289.71,-0.44,1.695
289.72,-0.44,1.745
289.72,-0.43,1.765
289.72,-0.425,1.785
289.72,-0.42,1.8
289.73,-0.425,1.825
289.73,-0.405,1.88
289.73,-0.405,1.895
289.74,-0.395,1.905
