439.79,-0.26,-0.125
439.79,-0.25,-0.125
439.79,-0.24,-0.13
439.79,-0.26,-0.125
439.8,-0.255,-0.145
439.8,-0.275,-0.14
439.8,-0.27,-0.135
439.81,-0.265,-0.125
439.81,-0.265,-0.125
439.81,-0.275,-0.145
439.81,-0.275,-0.145
439.82,-0.285,-0.15
439.82,-0.275,-0.14
439.82,-0.26,-0.14
439.83,-0.26,-0.14
439.83,-0.26,-0.15
439.83,-0.27,-0.16
439.83,-0.28,-0.16
439.84,-0.275,-0.16
439.84,-0.27,-0.15
439.84,-0.27,-0.15
439.84,-0.27,-0.155
439.85,-0.28,-0.185
439.85,-0.29,-0.175
439.85,-0.285,-0.16
439.86,-0.285,-0.155
439.86,-0.27,-0.145
439.86,-0.28,-0.16
439.86,-0.285,-0.17
439.87,-0.295,-0.18
439.87,-0.3,-0.165
439.87,-0.285,-0.16
439.88,-0.285,-0.16
439.88,-0.295,-0.175
439.88,-0.29,-0.17
439.88,-0.305,-0.185
439.89,-0.295,-0.185
439.89,-0.285,-0.16
439.89,-0.285,-0.175
439.89,-0.3,-0.17
439.9,-0.305,-0.18
439.9,-0.31,-0.175
439.9,-0.305,-0.17
439.91,-0.3,-0.16
439.91,-0.295,-0.175
439.91,-0.295,-0.165
439.91,-0.295,-0.185
439.92,-0.295,-0.19
439.92,-0.29,-0.175
439.92,-0.29,-0.165
439.92,-0.285,-0.17
439.93,-0.3,-0.165
439.93,-0.305,-0.175
439.93,-0.31,-0.17
439.94,-0.295,-0.16
439.94,-0.31,-0.16
439.94,-0.29,-0.155
439.94,-0.275,-0.15
439.95,-0.28,-0.155
439.95,-0.29,-0.15
439.95,-0.28,-0.13
439.96,-0.27,-0.075
439.96,-0.265,0.015
439.96,-0.25,0.25
439.96,-0.235,0.625
439.97,-0.205,0.935
439.97,-0.15,0.9
439.97,-0.04,0.63
439.97,0.21,0.415
439.98,0.605,0.325
439.98,0.88,0.285
439.98,0.805,0.26
439.99,0.485,0.24
439.99,0.225,0.215
439.99,0.13,0.165
439.99,0.15,0.085
440,0.165,-0.01
440,0.165,-0.14
440,0.185,-0.31
440.01,0.195,-0.52
440.01,0.215,-0.75
440.01,0.215,-1.01
440.01,0.235,-1.28
440.02,0.225,-1.575
440.02,0.23,-1.815
440.02,0.22,-2.015
440.02,0.21,-2.215
440.03,0.215,-2.405
440.03,0.22,-2.535
440.03,0.2,-2.63
440.04,0.185,-2.735
440.04,0.18,-2.83
440.04,0.16,-2.945
440.04,0.14,-3.05
440.05,0.095,-3.115
440.05,0.02,-3.15
440.05,-0.055,-3.16
440.06,-0.12,-3.185
440.06,-0.145,-3.205
440.06,-0.185,-3.22
440.06,-0.27,-3.235
440.07,-0.375,-3.245
440.07,-0.455,-3.24
440.07,-0.495,-3.24
440.08,-0.485,-3.245
440.08,-0.48,-3.23
440.08,-0.445,-3.225
440.08,-0.45,-3.215
440.09,-0.45,-3.19
440.09,-0.46,-3.11
440.09,-0.475,-3.07
440.09,-0.485,-2.95
440.1,-0.51,-2.835
440.1,-0.515,-2.7
440.1,-0.5,-2.52
440.11,-0.47,-2.34
440.11,-0.455,-2.105
440.11,-0.43,-1.87
440.11,-0.425,-1.615
440.12,-0.435,-1.38
440.12,-0.43,-1.15
440.12,-0.42,-0.925
440.12,-0.41,-0.68
440.13,-0.415,-0.475
440.13,-0.425,-0.3
440.13,-0.445,-0.13
440.14,-0.45,0.045
440.14,-0.465,0.195
440.14,-0.455,0.34
440.14,-0.455,0.47
440.15,-0.45,0.565
440.15,-0.435,0.65
440.15,-0.42,0.73
440.16,-0.425,0.785
440.16,-0.415,0.82
440.16,-0.42,0.855
440.16,-0.425,0.87
440.17,-0.415,0.91
440.17,-0.41,0.935
440.17,-0.395,0.99
440.17,-0.4,1.005
440.18,-0.4,1.03
440.18,-0.41,1.05
440.18,-0.415,1.075
440.19,-0.41,1.105
440.19,-0.41,1.125
440.19,-0.41,1.16
440.19,-0.405,1.175
440.2,-0.41,1.195
440.2,-0.43,1.22
440.2,-0.42,1.25
440.21,-0.41,1.29
440.21,-0.41,1.31
440.21,-0.41,1.33
440.21,-0.415,1.34
440.22,-0.425,1.37
440.22,-0.415,1.425
440.22,-0.41,1.445
440.22,-0.41,1.475
440.23,-0.405,1.495
440.23,-0.425,1.52
440.23,-0.42,1.55
440.24,-0.415,1.575
440.24,-0.41,1.63
440.24,-0.4,1.65
440.24,-0.405,1.685
440.25,-0.41,1.705
440.25,-0.415,1.72
440.25,-0.405,1.77
440.26,-0.39,1.81
440.26,-0.365,1.845
440.26,-0.365,1.855
440.26,-0.38,1.885
440.27,-0.38,1.9
440.27,-0.375,1.94
440.27,-0.355,1.975
440.27,-0.36,1.985
440.28,-0.35,1.99
440.28,-0.35,2
440.28,-0.36,2.01
440.29,-0.335,2.025
440.29,-0.325,2.04
440.29,-0.3,2.04
440.29,-0.31,2.035
440.3,-0.31,2.015
440.3,-0.3,2
440.3,-0.3,1.995
440.31,-0.27,1.975
440.31,-0.255,1.94
440.31,-0.23,1.91
440.31,-0.23,1.855
440.32,-0.23,1.795
440.32,-0.205,1.76
440.32,-0.2,1.715
440.33,-0.18,1.645
440.33,-0.17,1.57
440.33,-0.165,1.495
440.33,-0.14,1.425
440.34,-0.125,1.365
440.34,-0.115,1.31
440.34,-0.105,1.22
440.34,-0.11,1.165
440.35,-0.115,1.08
440.35,-0.115,1.01
440.35,-0.11,0.945
440.36,-0.1,0.88
440.36,-0.095,0.82
440.36,-0.085,0.755
440.36,-0.105,0.715
440.37,-0.12,0.665
440.37,-0.125,0.61
440.37,-0.13,0.58
440.38,-0.14,0.525
440.38,-0.16,0.465
440.38,-0.175,0.41
440.38,-0.19,0.375
440.39,-0.185,0.35
440.39,-0.18,0.33
440.39,-0.17,0.29
440.39,-0.185,0.255
440.4,-0.205,0.22
440.4,-0.21,0.19
440.4,-0.22,0.175
440.41,-0.215,0.17
440.41,-0.215,0.145
440.41,-0.23,0.125
440.41,-0.23,0.1
440.42,-0.255,0.09
440.42,-0.255,0.075
440.42,-0.235,0.08
440.42,-0.245,0.07
440.43,-0.255,0.06
440.43,-0.265,0.045
440.43,-0.27,0.04
440.44,-0.27,0.045
440.44,-0.265,0.045
440.44,-0.265,0.04
440.44,-0.265,0.025
440.45,-0.275,0.02
440.45,-0.29,0.015
440.45,-0.285,0.02
440.46,-0.275,0.025
440.46,-0.26,0.02
440.46,-0.275,0.015
440.46,-0.28,-0.005
440.47,-0.295,0.01
440.47,-0.285,0.015
440.47,-0.265,0.015
440.47,-0.27,0.025
440.48,-0.27,0.025
440.48,-0.29,0
440.48,-0.295,0.01
440.49,-0.29,0.025
440.49,-0.29,0.03
440.49,-0.28,0.02
440.49,-0.285,0.025
440.5,-0.295,0.015
440.5,-0.295,0.015
440.5,-0.295,0.02
440.51,-0.29,0.035
440.51,-0.285,0.035
440.51,-0.28,0.03
440.51,-0.3,0.02
440.52,-0.305,0.005
440.52,-0.305,0.03
440.52,-0.29,0.035
440.52,-0.295,0.045
440.53,-0.305,0.035
440.53,-0.31,0.015
440.53,-0.31,0.02
440.54,-0.31,0.025
440.54,-0.32,0.03
440.54,-0.305,0.025
440.54,-0.305,0.015
440.55,-0.32,0.005
440.55,-0.315,-0.01
440.55,-0.32,0
440.56,-0.305,0
440.56,-0.31,-0.01
440.56,-0.315,-0.015
440.56,-0.32,-0.02
440.57,-0.33,-0.03
440.57,-0.33,-0.015
440.57,-0.32,-0.015
440.58,-0.31,-0.015
440.58,-0.32,-0.025
440.58,-0.335,-0.04
440.58,-0.335,-0.045
440.59,-0.335,-0.045
440.59,-0.33,-0.04
440.59,-0.325,-0.05
440.59,-0.32,-0.045
440.6,-0.335,-0.065
440.6,-0.34,-0.07
440.6,-0.35,-0.065
440.61,-0.34,-0.075
440.61,-0.34,-0.08
440.61,-0.335,-0.085
440.61,-0.335,-0.1
440.62,-0.35,-0.1
440.62,-0.345,-0.095
440.62,-0.33,-0.08
440.62,-0.34,-0.095
440.63,-0.33,-0.095
440.63,-0.335,-0.115
440.63,-0.355,-0.12
440.64,-0.355,-0.105
440.64,-0.355,-0.1
440.64,-0.34,-0.1
440.64,-0.335,-0.12
440.65,-0.34,-0.12
440.65,-0.35,-0.115
440.65,-0.35,-0.125
440.66,-0.345,-0.12
440.66,-0.33,-0.125
440.66,-0.335,-0.135
440.66,-0.345,-0.13
440.67,-0.35,-0.14
440.67,-0.345,-0.13
440.67,-0.335,-0.115
440.67,-0.335,-0.115
440.68,-0.325,-0.13
440.68,-0.325,-0.14
440.68,-0.34,-0.14
440.69,-0.335,-0.13
440.69,-0.335,-0.125
440.69,-0.33,-0.13
440.69,-0.325,-0.14
440.7,-0.325,-0.15
440.7,-0.34,-0.15
440.7,-0.33,-0.15
440.71,-0.33,-0.14
440.71,-0.315,-0.15
440.71,-0.295,-0.135
440.71,-0.32,-0.155
440.72,-0.32,-0.145
440.72,-0.32,-0.14
440.72,-0.315,-0.13
440.72,-0.305,-0.145
440.73,-0.315,-0.15
440.73,-0.315,-0.16
440.73,-0.32,-0.16
440.74,-0.325,-0.155
440.74,-0.32,-0.145
440.74,-0.31,-0.14
440.74,-0.32,-0.15
440.75,-0.32,-0.16
440.75,-0.33,-0.16
440.75,-0.32,-0.145
440.76,-0.315,-0.145
440.76,-0.305,-0.145
440.76,-0.3,-0.16
440.76,-0.315,-0.16
440.77,-0.315,-0.165
440.77,-0.31,-0.15
440.77,-0.3,-0.14
440.77,-0.285,-0.145
440.78,-0.285,-0.135
440.78,-0.29,-0.15
440.78,-0.3,-0.15
440.79,-0.295,-0.145
440.79,-0.285,-0.13
440.79,-0.28,-0.11
440.79,-0.27,-0.09
440.8,-0.26,0.005
440.8,-0.26,0.24
440.8,-0.235,0.66
440.81,-0.185,0.965
440.81,-0.13,0.89
440.81,-0.015,0.6
440.81,0.22,0.395
440.82,0.595,0.3
440.82,0.875,0.285
440.82,0.83,0.24
440.83,0.525,0.2
440.83,0.24,0.16
440.83,0.135,0.095
440.83,0.125,0.03
440.84,0.155,-0.08
440.84,0.17,-0.21
440.84,0.195,-0.39
440.84,0.195,-0.625
440.85,0.2,-0.87
440.85,0.195,-1.115
440.85,0.205,-1.375
440.86,0.22,-1.625
440.86,0.225,-1.895
440.86,0.205,-2.11
440.86,0.185,-2.285
