5.4806,-0.365,-0.505
5.4833,-0.39,-0.46
5.4861,-0.44,-0.43
5.4889,-0.49,-0.41
5.4917,-0.515,-0.38
5.4944,-0.51,-0.37
5.4972,-0.445,-0.37
5.5,-0.335,-0.4
5.5028,-0.21,-0.44
5.5056,-0.09,-0.49
5.5083,0.03,-0.57
5.5111,0.115,-0.66
5.5139,0.18,-0.75
5.5167,0.19,-0.81
5.5194,0.245,-0.915
5.5222,0.29,-1.03
5.525,0.33,-1.155
5.5278,0.36,-1.265
5.5306,0.41,-1.39
5.5333,0.425,-1.49
5.5361,0.435,-1.54
5.5389,0.4,-1.535
5.5417,0.365,-1.525
5.5444,0.36,-1.475
5.5472,0.34,-1.435
5.55,0.3,-1.39
5.5528,0.215,-1.345
5.5556,0.155,-1.29
5.5583,0.09,-1.225
5.5611,0.045,-1.16
5.5639,-0.015,-1.105
5.5667,-0.09,-1.07
5.5694,-0.185,-1.03
5.5722,-0.32,-1.01
5.575,-0.445,-0.985
5.5778,-0.555,-0.93
5.5806,-0.645,-0.875
5.5833,-0.75,-0.835
5.5861,-0.87,-0.805
5.5889,-0.96,-0.78
5.5917,-0.985,-0.725
5.5944,-0.965,-0.685
5.5972,-0.945,-0.665
5.6,-0.945,-0.655
5.6028,-0.985,-0.635
5.6056,-1.005,-0.605
5.6083,-0.995,-0.58
5.6111,-0.955,-0.535
5.6139,-0.89,-0.535
5.6167,-0.84,-0.52
5.6194,-0.815,-0.505
5.6222,-0.835,-0.505
5.625,-0.85,-0.46
5.6278,-0.865,-0.41
5.6306,-0.865,-0.37
5.6333,-0.835,-0.365
5.6361,-0.785,-0.365
5.6389,-0.715,-0.355
5.6417,-0.655,-0.33
5.6444,-0.64,-0.325
5.6472,-0.645,-0.31
5.65,-0.67,-0.32
5.6528,-0.685,-0.32
5.6556,-0.69,-0.32
5.6583,-0.665,-0.305
5.6611,-0.635,-0.3
5.6639,-0.615,-0.31
5.6667,-0.615,-0.315
5.6694,-0.615,-0.33
5.6722,-0.615,-0.33
5.675,-0.62,-0.315
5.6778,-0.61,-0.295
5.6806,-0.6,-0.3
5.6833,-0.595,-0.31
5.6861,-0.615,-0.31
5.6889,-0.625,-0.315
5.6917,-0.635,-0.31
5.6944,-0.635,-0.28
5.6972,-0.645,-0.28
5.7,-0.615,-0.285
5.7028,-0.62,-0.29
5.7056,-0.63,-0.29
5.7083,-0.635,-0.28
5.7111,-0.625,-0.285
5.7139,-0.6,-0.26
5.7167,-0.595,-0.275
5.7194,-0.6,-0.285
5.7222,-0.6,-0.29
5.725,-0.6,-0.28
5.7278,-0.595,-0.27
5.7306,-0.57,-0.255
5.7333,-0.57,-0.265
5.7361,-0.575,-0.27
5.7389,-0.565,-0.27
5.7417,-0.545,-0.265
5.7444,-0.535,-0.25
5.7472,-0.525,-0.255
5.75,-0.53,-0.255
5.7528,-0.545,-0.275
5.7556,-0.55,-0.27
5.7583,-0.54,-0.27
5.7611,-0.52,-0.265
5.7639,-0.52,-0.26
5.7667,-0.505,-0.275
5.7694,-0.495,-0.275
5.7722,-0.505,-0.285
5.775,-0.49,-0.28
5.7778,-0.475,-0.27
5.7806,-0.44,-0.275
5.7833,-0.435,-0.28
5.7861,-0.435,-0.29
5.7889,-0.42,-0.305
5.7917,-0.4,-0.3
5.7944,-0.385,-0.295
5.7972,-0.37,-0.3
5.8,-0.355,-0.305
5.8028,-0.35,-0.325
5.8056,-0.35,-0.345
5.8083,-0.335,-0.325
5.8111,-0.32,-0.325
5.8139,-0.31,-0.34
5.8167,-0.28,-0.35
5.8194,-0.285,-0.36
5.8222,-0.29,-0.365
5.825,-0.275,-0.355
5.8278,-0.265,-0.345
5.8306,-0.245,-0.355
5.8333,-0.24,-0.36
5.8361,-0.245,-0.385
5.8389,-0.25,-0.405
5.8417,-0.25,-0.39
5.8444,-0.22,-0.39
5.8472,-0.21,-0.395
5.85,-0.21,-0.41
5.8528,-0.195,-0.425
5.8556,-0.2,-0.43
5.8583,-0.185,-0.43
5.8611,-0.175,-0.415
5.8639,-0.155,-0.42
5.8667,-0.165,-0.44
5.8694,-0.165,-0.455
5.8722,-0.175,-0.475
5.875,-0.155,-0.455
5.8778,-0.135,-0.47
5.8806,-0.12,-0.465
5.8833,-0.125,-0.465
5.8861,-0.145,-0.485
5.8889,-0.155,-0.495
5.8917,-0.15,-0.485
5.8944,-0.15,-0.485
5.8972,-0.135,-0.495
5.9,-0.15,-0.51
5.9028,-0.16,-0.53
5.9056,-0.18,-0.53
5.9083,-0.165,-0.52
5.9111,-0.145,-0.525
5.9139,-0.15,-0.53
5.9167,-0.15,-0.525
5.9194,-0.135,-0.55
5.9222,-0.145,-0.555
5.925,-0.145,-0.555
5.9278,-0.135,-0.545
5.9306,-0.145,-0.54
5.9333,-0.155,-0.54
5.9361,-0.17,-0.56
5.9389,-0.2,-0.555
5.9417,-0.205,-0.545
5.9444,-0.205,-0.53
5.9472,-0.195,-0.54
5.95,-0.18,-0.545
5.9528,-0.195,-0.545
5.9556,-0.185,-0.545
5.9583,-0.16,-0.53
5.9611,-0.16,-0.53
5.9639,-0.17,-0.5
5.9667,-0.225,-0.51
5.9694,-0.27,-0.525
5.9722,-0.29,-0.54
5.975,-0.31,-0.52
5.9778,-0.31,-0.505
5.9806,-0.335,-0.5
5.9833,-0.355,-0.495
5.9861,-0.39,-0.5
5.9889,-0.41,-0.505
5.9917,-0.42,-0.5
5.9944,-0.435,-0.485
5.9972,-0.42,-0.485
6,-0.415,-0.49
6.0028,-0.44,-0.495
6.0056,-0.445,-0.505
6.0083,-0.455,-0.495
6.0111,-0.435,-0.495
6.0139,-0.43,-0.5
6.0167,-0.42,-0.5
6.0194,-0.435,-0.505
6.0222,-0.45,-0.525
6.025,-0.455,-0.51
6.0278,-0.445,-0.51
6.0306,-0.445,-0.515
6.0333,-0.425,-0.52
6.0361,-0.435,-0.52
6.0389,-0.435,-0.525
6.0417,-0.445,-0.525
6.0444,-0.43,-0.515
6.0472,-0.42,-0.52
6.05,-0.425,-0.525
6.0528,-0.43,-0.525
6.0556,-0.44,-0.53
6.0583,-0.435,-0.51
6.0611,-0.415,-0.505
6.0639,-0.405,-0.52
6.0667,-0.41,-0.53
6.0694,-0.415,-0.545
6.0722,-0.435,-0.53
6.075,-0.42,-0.525
6.0778,-0.41,-0.515
6.0806,-0.42,-0.52
6.0833,-0.41,-0.525
6.0861,-0.44,-0.525
6.0889,-0.45,-0.54
6.0917,-0.44,-0.525
6.0944,-0.405,-0.525
6.0972,-0.41,-0.53
6.1,-0.4,-0.53
6.1028,-0.41,-0.535
6.1056,-0.405,-0.52
6.1083,-0.42,-0.49
6.1111,-0.42,-0.45
6.1139,-0.43,-0.43
6.1167,-0.435,-0.415
6.1194,-0.445,-0.42
6.1222,-0.415,-0.43
6.125,-0.325,-0.465
6.1278,-0.185,-0.5
6.1306,-0.07,-0.575
6.1333,0,-0.685
6.1361,0.025,-0.785
6.1389,0.035,-0.865
6.1417,0.095,-0.98
6.1444,0.185,-1.13
6.1472,0.3,-1.33
6.15,0.385,-1.515
6.1528,0.435,-1.62
6.1556,0.43,-1.645
6.1583,0.435,-1.635
6.1611,0.43,-1.62
6.1639,0.43,-1.59
6.1667,0.405,-1.535
6.1694,0.36,-1.485
6.1722,0.275,-1.43
6.175,0.21,-1.375
6.1778,0.16,-1.285
6.1806,0.115,-1.235
6.1833,0.045,-1.165
6.1861,-0.045,-1.125
6.1889,-0.17,-1.09
6.1917,-0.29,-1.035
6.1944,-0.41,-0.975
6.1972,-0.535,-0.93
6.2,-0.67,-0.905
6.2028,-0.775,-0.875
6.2056,-0.855,-0.85
6.2083,-0.89,-0.805
6.2111,-0.915,-0.775
6.2139,-0.92,-0.74
6.2167,-0.92,-0.73
6.2194,-0.895,-0.705
6.2222,-0.905,-0.675
6.225,-0.92,-0.645
6.2278,-0.9,-0.615
6.2306,-0.85,-0.585
6.2333,-0.8,-0.55
6.2361,-0.78,-0.55
6.2389,-0.765,-0.52
6.2417,-0.755,-0.5
6.2444,-0.72,-0.47
6.2472,-0.675,-0.445
6.25,-0.65,-0.445
6.2528,-0.645,-0.435
6.2556,-0.63,-0.435
6.2583,-0.605,-0.405
6.2611,-0.59,-0.39
